name,sex,age,height,weight,team,noc,year,season,sport,medal
Anatoly Ivanovich Akimov,M,24.0,181,84,Soviet Union,URS,1972,Summer,Water Polo,Gold
Vladimir Ivanovich Akimov,M,27.0,184,80,Soviet Union,URS,1980,Summer,Water Polo,Gold
Morolake Akinosun,F,22.0,163,61,United States,USA,2016,Summer,Athletics,Gold
Foluke Antinuke Akinradewo,F,24.0,191,79,United States,USA,2012,Summer,Volleyball,Silver
Foluke Antinuke Akinradewo,F,28.0,191,79,United States,USA,2016,Summer,Volleyball,Bronze
Khadzhimurat Magomedovich Akkayev,M,19.0,178,105,Russia,RUS,2004,Summer,Weightlifting,Silver
Khadzhimurat Magomedovich Akkayev,M,23.0,178,105,Russia,RUS,2008,Summer,Weightlifting,Bronze
Marina Dazmirovna Akobiya,F,25.0,165,57,Russia,RUS,2000,Summer,Water Polo,Bronze
Daniel Akpeyi,M,30.0,187,80,Nigeria,NGR,2016,Summer,Football,Bronze
Monica Aksamit,F,26.0,183,74,United States,USA,2016,Summer,Fencing,Bronze
Liudmyla Vasylivna Aksenova (Shapovalova-),F,29.0,165,58,Soviet Union,URS,1976,Summer,Athletics,Bronze
Aleksandr Timofeyevich Aksinin,M,21.0,173,67,Soviet Union,URS,1976,Summer,Athletics,Bronze
Aleksandr Timofeyevich Aksinin,M,25.0,173,67,Soviet Union,URS,1980,Summer,Athletics,Gold
Nikolay Aleksandrovich Aksyonov,M,26.0,201,100,Russia,RUS,1996,Summer,Rowing,Bronze
Irina Anatolyevna Aksyonova,F,17.0,174,62,Soviet Union,URS,1980,Summer,Swimming,Bronze
Vladyslav Ivanovych Akymenko,M,23.0,192,88,Soviet Union,URS,1976,Summer,Sailing,Silver
Abdul Rashid Al-Hasan,M,25.0,170,63,Pakistan,PAK,1984,Summer,Hockey,Gold
Marina Alabau Neira,F,26.0,164,55,Spain,ESP,2012,Summer,Sailing,Gold
Armenak Alachachyan,M,33.0,176,74,Soviet Union,URS,1964,Summer,Basketball,Silver
Arsen Shakhlamazovich Alakhverdiyev,M,23.0,154,52,Soviet Union,URS,1972,Summer,Wrestling,Silver
Noor Alam,M,26.0,172,73,Pakistan,PAK,1956,Summer,Hockey,Silver
Noor Alam,M,30.0,172,73,Pakistan,PAK,1960,Summer,Hockey,Gold
Vladan Alanovi,M,25.0,190,81,Croatia,CRO,1992,Summer,Basketball,Silver
Mika Antero Alatalo,M,22.0,182,85,Finland,FIN,1994,Winter,Ice Hockey,Bronze
Toimi Johannes Alatalo,M,30.0,174,67,Finland,FIN,1960,Winter,Cross Country Skiing,Gold
Fabio Albarelli,M,25.0,179,80,Italy,ITA,1968,Summer,Sailing,Bronze
Marco Albarello,M,31.0,187,84,Italy,ITA,1992,Winter,Cross Country Skiing,Silver
Marco Albarello,M,31.0,187,84,Italy,ITA,1992,Winter,Cross Country Skiing,Silver
Marco Albarello,M,33.0,187,84,Italy,ITA,1994,Winter,Cross Country Skiing,Bronze
Marco Albarello,M,33.0,187,84,Italy,ITA,1994,Winter,Cross Country Skiing,Gold
Marco Albarello,M,37.0,187,84,Italy,ITA,1998,Winter,Cross Country Skiing,Silver
Ruslan Vladimirovich Albegov,M,24.0,192,156,Russia,RUS,2012,Summer,Weightlifting,Bronze
David Albelda Aliqus,M,23.0,182,75,Spain,ESP,2000,Summer,Football,Silver
Reinhard Alber,M,20.0,184,75,West Germany,FRG,1984,Summer,Cycling,Bronze
Alberto Alberani Samaritani,M,29.0,192,82,Italy,ITA,1976,Summer,Water Polo,Silver
Flrin Albert,M,18.0,182,75,Hungary,HUN,1960,Summer,Football,Bronze
Nely Carla Alberto Francisca,F,29.0,179,90,Spain,ESP,2012,Summer,Handball,Bronze
Ebbe Gustav Bertil Albertsson (-Andersson),M,26.0,177,67,Sweden,SWE,1948,Summer,Athletics,Bronze
Abramo Albini,M,20.0,180,83,Italy,ITA,1968,Summer,Rowing,Bronze
Islam-Beka Said-Tsilimovich Albiyev,M,19.0,165,66,Russia,RUS,2008,Summer,Wrestling,Gold
Sylvia Albrecht (-Heckendorf),F,17.0,165,57,East Germany,GDR,1980,Winter,Speed Skating,Bronze
Brigitte Albrecht-Loretan,F,31.0,175,64,Switzerland,SUI,2002,Winter,Cross Country Skiing,Bronze
John Robert Albrechtson,M,39.0,181,67,Sweden,SWE,1976,Summer,Sailing,Gold
"David Donald ""Dave"" Albritton",M,23.0,191,79,United States,USA,1936,Summer,Athletics,Silver
Anatoly Mikhaylovich Albul,M,24.0,181,87,Soviet Union,URS,1960,Summer,Wrestling,Bronze
Aldair Nascimento dos Santos,M,30.0,183,76,Brazil,BRA,1996,Summer,Football,Bronze
Andrs Aldama Cabrera,M,20.0,183,63,Cuba,CUB,1976,Summer,Boxing,Silver
Andrs Aldama Cabrera,M,24.0,183,63,Cuba,CUB,1980,Summer,Boxing,Gold
"Frederick Pitt ""Fred"" Alderman",M,22.0,177,75,United States,USA,1928,Summer,Athletics,Gold
"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,170,59,United States,USA,1952,Summer,Swimming,Bronze
David Alegre Biosca,M,23.0,184,75,Spain,ESP,2008,Summer,Hockey,Silver
Ramn Alegre Biosca,M,27.0,171,71,Spain,ESP,2008,Summer,Hockey,Silver
Jo Qesem Ayela Aleh,F,26.0,171,58,New Zealand,NZL,2012,Summer,Sailing,Gold
Jo Qesem Ayela Aleh,F,30.0,171,58,New Zealand,NZL,2016,Summer,Sailing,Silver
Virgilijus Alekna,M,28.0,200,130,Lithuania,LTU,2000,Summer,Athletics,Gold
Virgilijus Alekna,M,32.0,200,130,Lithuania,LTU,2004,Summer,Athletics,Gold
Virgilijus Alekna,M,36.0,200,130,Lithuania,LTU,2008,Summer,Athletics,Bronze
Boris Viktorovich Aleksandrov,M,20.0,168,69,Soviet Union,URS,1976,Winter,Ice Hockey,Gold
Rumen Aleksandrov,M,20.0,176,89,Bulgaria,BUL,1980,Summer,Weightlifting,Silver
Veniamin Veniaminovich Aleksandrov,M,22.0,180,81,Soviet Union,URS,1960,Winter,Ice Hockey,Bronze
Veniamin Veniaminovich Aleksandrov,M,26.0,180,81,Soviet Union,URS,1964,Winter,Ice Hockey,Gold
Veniamin Veniaminovich Aleksandrov,M,30.0,180,81,Soviet Union,URS,1968,Winter,Ice Hockey,Gold
Vladimir Petrovich Aleksandrov,M,26.0,178,89,Soviet Union-2,URS,1984,Winter,Bobsleigh,Bronze
Larisa Aleksandrova-Popova,F,19.0,180,83,Soviet Union,URS,1976,Summer,Rowing,Silver
Larisa Aleksandrova-Popova,F,23.0,180,83,Soviet Union,URS,1980,Summer,Rowing,Gold
Artur Aleksanyan,M,20.0,190,98,Armenia,ARM,2012,Summer,Wrestling,Bronze
Artur Aleksanyan,M,24.0,190,98,Armenia,ARM,2016,Summer,Wrestling,Gold
Vasily Ivanovich Alekseyev,M,30.0,185,160,Soviet Union,URS,1972,Summer,Weightlifting,Gold
Vasily Ivanovich Alekseyev,M,34.0,185,160,Soviet Union,URS,1976,Summer,Weightlifting,Gold
Galina Aleksandrovna Alekseyeva,F,17.0,157,50,Soviet Union,URS,1964,Summer,Diving,Bronze
Milan Aleksi,M,26.0,193,96,Serbia,SRB,2012,Summer,Water Polo,Bronze
Milan Aleksi,M,30.0,193,96,Serbia,SRB,2016,Summer,Water Polo,Gold
Alessandra dos Santos de Oliveira,F,22.0,200,85,Brazil,BRA,1996,Summer,Basketball,Silver
Alessandra dos Santos de Oliveira,F,26.0,200,85,Brazil,BRA,2000,Summer,Basketball,Bronze
Alex Sandro Lobo Silva,M,21.0,177,60,Brazil,BRA,2012,Summer,Football,Silver
Lisa Alexander,F,27.0,172,58,Canada,CAN,1996,Summer,Synchronized Swimming,Silver
Michael O'Donel Bjarne Alexander,M,24.0,188,74,Great Britain,GBR,1960,Summer,Fencing,Silver
Buffy-Lynne Alexander-Williams,F,23.0,170,69,Canada,CAN,2000,Summer,Rowing,Bronze
Marc Robert Alexandre,M,24.0,170,73,France,FRA,1984,Summer,Judo,Bronze
Marc Robert Alexandre,M,28.0,170,73,France,FRA,1988,Summer,Judo,Gold
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,18.0,179,71,Brazil,BRA,2008,Summer,Football,Bronze
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22.0,179,71,Brazil,BRA,2012,Summer,Football,Silver
Constantin Alexandru,M,26.0,157,52,Romania,ROU,1980,Summer,Wrestling,Silver
Ion Alexe,M,26.0,189,81,Romania,ROU,1972,Summer,Boxing,Silver
Vladimir Petrovich Aleynik,M,23.0,184,74,Soviet Union,URS,1976,Summer,Diving,Bronze
Vladimir Petrovich Aleynik,M,27.0,184,74,Soviet Union,URS,1980,Summer,Diving,Silver
Yevgeny Vasilyevich Aleynikov,M,33.0,181,88,Russia,RUS,2000,Summer,Shooting,Bronze
Lidiya Nikolayevna Alfeyeva,F,30.0,170,62,Soviet Union,URS,1976,Summer,Athletics,Bronze
Alfonso Prez Muoz,M,19.0,178,69,Spain,ESP,1992,Summer,Football,Gold
"Stephen Todd ""Steve"" Alford",M,19.0,185,74,United States,USA,1984,Summer,Basketball,Gold
Hans Daniel Alfredsson,M,33.0,182,92,Sweden,SWE,2006,Winter,Ice Hockey,Gold
Hans Daniel Alfredsson,M,41.0,182,92,Sweden,SWE,2014,Winter,Ice Hockey,Silver
"Zenny ""Algodo"" de Azevedo",M,23.0,183,77,Brazil,BRA,1948,Summer,Basketball,Bronze
"Zenny ""Algodo"" de Azevedo",M,35.0,183,77,Brazil,BRA,1960,Summer,Basketball,Bronze
Ulf Hkan Gran Algotsson,M,27.0,178,77,Sweden,SWE,1994,Winter,Ice Hockey,Gold
Sara Anneli Algotsson Ostholt,F,37.0,163,56,Sweden,SWE,2012,Summer,Equestrianism,Silver
Nasir Ali,M,25.0,176,69,Pakistan,PAK,1984,Summer,Hockey,Gold
Nia Sifaatihii Ali,F,27.0,170,65,United States,USA,2016,Summer,Athletics,Silver
Syed Mushtaq Ali,M,22.0,165,61,India,IND,1964,Summer,Hockey,Gold
mile Ali Khan,M,17.0,180,69,France,FRA,1920,Summer,Athletics,Silver
Rahim Aliabadi,M,29.0,158,48,Iran,IRI,1972,Summer,Wrestling,Silver
Sergey Gennadyevich Alifirenko,M,41.0,168,72,Russia,RUS,2000,Summer,Shooting,Gold
Sergey Gennadyevich Alifirenko,M,45.0,168,72,Russia,RUS,2004,Summer,Shooting,Bronze
Mirko Alilovi,M,26.0,200,110,Croatia,CRO,2012,Summer,Handball,Bronze
Aline Pellegrino,F,22.0,180,71,Brazil,BRA,2004,Summer,Football,Silver
Aleksey Aleksandrovich Alipov,M,29.0,175,80,Russia,RUS,2004,Summer,Shooting,Gold
Aleksey Aleksandrovich Alipov,M,32.0,175,80,Russia,RUS,2008,Summer,Shooting,Bronze
Alison Conte Cerutti,M,26.0,203,106,Brazil-1,BRA,2012,Summer,Beach Volleyball,Silver
Alison Conte Cerutti,M,30.0,203,106,Brazil-1,BRA,2016,Summer,Beach Volleyball,Gold
Deji Aliu,M,28.0,187,75,Nigeria,NGR,2004,Summer,Athletics,Bronze
Margarita Sergeyevna Aliychuk,F,17.0,174,48,Russia,RUS,2008,Summer,Rhythmic Gymnastics,Gold
Kimia Alizadeh Zenoorin,F,18.0,185,57,Iran,IRI,2016,Summer,Taekwondo,Bronze
Yuliya Yakunovna Allagulova,F,19.0,176,54,Unified Team,EUN,1992,Winter,Short Track Speed Skating,Bronze
mile Allais,M,23.0,168,68,France,FRA,1936,Winter,Alpine Skiing,Bronze
Mohamed Allalou,M,26.0,174,63,Algeria,ALG,2000,Summer,Boxing,Bronze
Peter Frank Allam,M,25.0,193,93,Great Britain,GBR,1984,Summer,Sailing,Bronze
Olivier Allamand,M,22.0,175,72,France,FRA,1992,Winter,Freestyle Skiing,Silver
Alister Millar Allan,M,40.0,162,68,Great Britain,GBR,1984,Summer,Shooting,Bronze
Alister Millar Allan,M,44.0,162,68,Great Britain,GBR,1988,Summer,Shooting,Silver
"William Charles ""Bill"" Allen",M,24.0,188,95,United States,USA,1972,Summer,Sailing,Gold
John Chad Allen,M,21.0,185,86,United States,USA,1996,Summer,Baseball,Bronze
"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34.0,163,53,Austria,AUT,2004,Summer,Triathlon,Gold
"Kate Ruth ""Katie"" Allen",F,26.0,170,65,Australia,AUS,2000,Summer,Hockey,Gold
Walter Ray Allen,M,25.0,192,93,United States,USA,2000,Summer,Basketball,Gold
"Scott Ethan ""Scotty"" Allen",M,14.0,163,69,United States,USA,1964,Winter,Figure Skating,Bronze
Wyatt Allen,M,25.0,193,98,United States,USA,2004,Summer,Rowing,Gold
Wyatt Allen,M,29.0,193,98,United States,USA,2008,Summer,Rowing,Bronze
"Sandra Louise ""Sandy"" Allen-Lewis",F,21.0,170,59,Australia,AUS,2000,Summer,Softball,Bronze
"Sandra Louise ""Sandy"" Allen-Lewis",F,25.0,170,59,Australia,AUS,2004,Summer,Softball,Silver
"Sandra Louise ""Sandy"" Allen-Lewis",F,29.0,170,59,Australia,AUS,2008,Summer,Softball,Bronze
"Katherine Fiona ""Kate"" Allenby",F,26.0,177,72,Great Britain,GBR,2000,Summer,Modern Pentathlon,Bronze
Ade Franci Alleyne-Forte,M,23.0,180,73,Trinidad and Tobago,TTO,2012,Summer,Athletics,Bronze
Derek Swithin Allhusen,M,54.0,180,71,Great Britain,GBR,1968,Summer,Equestrianism,Silver
Derek Swithin Allhusen,M,54.0,180,71,Great Britain,GBR,1968,Summer,Equestrianism,Gold
Lynne Marie Allsup (-Olson),F,15.0,163,59,United States,USA,1964,Summer,Swimming,Gold
Carmela Allucci,F,34.0,167,60,Italy,ITA,2004,Summer,Water Polo,Gold
Knut Emil Willehard Alm,M,31.0,170,63,Sweden,SWE,1920,Summer,Athletics,Bronze
"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,29.0,170,69,Sweden,SWE,2002,Winter,Ice Hockey,Bronze
Aleksandr Davletovich Almetov,M,20.0,178,83,Soviet Union,URS,1960,Winter,Ice Hockey,Bronze
Aleksandr Davletovich Almetov,M,24.0,178,83,Soviet Union,URS,1964,Winter,Ice Hockey,Gold
Matas Jess Almeyda,M,22.0,173,70,Argentina,ARG,1996,Summer,Football,Silver
Erik Albin Almlf,M,20.0,188,73,Sweden,SWE,1912,Summer,Athletics,Bronze
Erik Albin Almlf,M,28.0,188,73,Sweden,SWE,1920,Summer,Athletics,Bronze
Arvid Folke Alnevik (Andersson-),M,28.0,182,70,Sweden,SWE,1948,Summer,Athletics,Bronze
Nicolas Alnoudji,M,20.0,180,80,Cameroon,CMR,2000,Summer,Football,Gold
Alosio Pires Alves,M,25.0,182,74,Brazil,BRA,1988,Summer,Football,Silver
Jessica Alonso Bernardo,F,28.0,172,65,Spain,ESP,2012,Summer,Handball,Bronze
"Mikhail Surenovich ""Misha"" Aloyan",M,23.0,164,52,Russia,RUS,2012,Summer,Boxing,Bronze
Glory Alozie Oluchi,F,22.0,155,51,Nigeria,NGR,2000,Summer,Athletics,Silver
Thomas Alsgaard (Alsgrd-),M,22.0,190,82,Norway,NOR,1994,Winter,Cross Country Skiing,Gold
Thomas Alsgaard (Alsgrd-),M,22.0,190,82,Norway,NOR,1994,Winter,Cross Country Skiing,Silver
Thomas Alsgaard (Alsgrd-),M,26.0,190,82,Norway,NOR,1998,Winter,Cross Country Skiing,Gold
Thomas Alsgaard (Alsgrd-),M,26.0,190,82,Norway,NOR,1998,Winter,Cross Country Skiing,Gold
Thomas Alsgaard (Alsgrd-),M,30.0,190,82,Norway,NOR,2002,Winter,Cross Country Skiing,Gold
Thomas Alsgaard (Alsgrd-),M,30.0,190,82,Norway,NOR,2002,Winter,Cross Country Skiing,Gold
Malin Therse Alshammar,F,23.0,180,64,Sweden,SWE,2000,Summer,Swimming,Silver
Malin Therse Alshammar,F,23.0,180,64,Sweden,SWE,2000,Summer,Swimming,Silver
Malin Therse Alshammar,F,23.0,180,64,Sweden,SWE,2000,Summer,Swimming,Bronze
Andrey Igorevich Alshan,M,28.0,181,78,Soviet Union,URS,1988,Summer,Fencing,Silver
Ida Alstad,F,27.0,172,60,Norway,NOR,2012,Summer,Handball,Gold
Ida Alstad,F,31.0,172,60,Norway,NOR,2016,Summer,Handball,Bronze
Lutz Altepost,M,26.0,193,92,Germany,GER,2008,Summer,Canoeing,Bronze
"Ingeburg ""Inge"" Althoff-Schwerzmann",F,25.0,180,72,Germany,GER,1992,Summer,Rowing,Silver
"Fernando ""Nando"" Altimani",M,18.0,177,70,Italy,ITA,1912,Summer,Athletics,Bronze
Livia Altmann,F,19.0,165,64,Switzerland,SUI,2014,Winter,Ice Hockey,Bronze
Cristin Andrs lvarez Valenzuela,M,20.0,173,62,Chile,CHI,2000,Summer,Football,Bronze
"Eduardo C. ""Eddy"" Alvarez",M,24.0,175,72,United States,USA,2014,Winter,Short Track Speed Skating,Silver
Jos Miguel lvarez Pozo,M,22.0,198,97,Cuba,CUB,1972,Summer,Basketball,Bronze
Lzaro Jorge lvarez Estrada,M,21.0,173,60,Cuba,CUB,2012,Summer,Boxing,Bronze
Lzaro Jorge lvarez Estrada,M,25.0,173,60,Cuba,CUB,2016,Summer,Boxing,Bronze
Yuri Alvear Orjuela,F,26.0,176,70,Colombia,COL,2012,Summer,Judo,Bronze
Yuri Alvear Orjuela,F,30.0,176,70,Colombia,COL,2016,Summer,Judo,Silver
Thiago Soares Alves,M,25.0,194,88,Brazil,BRA,2012,Summer,Volleyball,Silver
Maksim Nikolayevich Alyoshin,M,21.0,166,63,Russia,RUS,2000,Summer,Gymnastics,Bronze
Ivan Vladimirovich Alypov,M,23.0,169,60,Russia,RUS,2006,Winter,Cross Country Skiing,Bronze
Simona Amnar (-Tabr),F,16.0,158,44,Romania,ROU,1996,Summer,Gymnastics,Bronze
Simona Amnar (-Tabr),F,16.0,158,44,Romania,ROU,1996,Summer,Gymnastics,Bronze
Simona Amnar (-Tabr),F,16.0,158,44,Romania,ROU,1996,Summer,Gymnastics,Silver
Simona Amnar (-Tabr),F,16.0,158,44,Romania,ROU,1996,Summer,Gymnastics,Gold
Simona Amnar (-Tabr),F,20.0,158,44,Romania,ROU,2000,Summer,Gymnastics,Gold
Simona Amnar (-Tabr),F,20.0,158,44,Romania,ROU,2000,Summer,Gymnastics,Gold
Simona Amnar (-Tabr),F,20.0,158,44,Romania,ROU,2000,Summer,Gymnastics,Bronze
Ingrda Amantova,F,19.0,170,69,Soviet Union,URS,1980,Winter,Luge,Bronze
"Alexandre ""Amaral"" da Silva Mariano",M,23.0,170,67,Brazil,BRA,1996,Summer,Football,Bronze
Catello Amarante,M,24.0,177,73,Italy,ITA,2004,Summer,Rowing,Bronze
Jaime Santiago Amat Durn,M,26.0,168,73,Spain,ESP,1996,Summer,Hockey,Silver
Jean-Pierre Bernard Andr Amat,M,34.0,175,74,France,FRA,1996,Summer,Shooting,Bronze
Jean-Pierre Bernard Andr Amat,M,34.0,175,74,France,FRA,1996,Summer,Shooting,Gold
Juan Amat Fontanals,M,34.0,193,80,Spain,ESP,1980,Summer,Hockey,Silver
Pedro Amat Fontanals,M,20.0,183,67,Spain,ESP,1960,Summer,Hockey,Bronze
"Pablo ""Pol"" Amat Escud",M,18.0,183,78,Spain,ESP,1996,Summer,Hockey,Silver
"Pablo ""Pol"" Amat Escud",M,30.0,183,78,Spain,ESP,2008,Summer,Hockey,Silver
Serena Bibiana Amato,F,26.0,170,63,Argentina,ARG,2000,Summer,Sailing,Bronze
Amauri Ribeiro,M,25.0,198,87,Brazil,BRA,1984,Summer,Volleyball,Silver
Amauri Ribeiro,M,33.0,198,87,Brazil,BRA,1992,Summer,Volleyball,Gold
Amaury Antnio Pasos,M,24.0,190,90,Brazil,BRA,1960,Summer,Basketball,Bronze
Amaury Antnio Pasos,M,28.0,190,90,Brazil,BRA,1964,Summer,Basketball,Bronze
Jos Emilio Amavisca Grate,M,21.0,182,68,Spain,ESP,1992,Summer,Football,Gold
Ivn Amaya Carazo,M,22.0,188,85,Spain,ESP,2000,Summer,Football,Silver
Amedeo Ambron,M,21.0,174,77,Italy,ITA,1960,Summer,Water Polo,Gold
"Efetobore ""Efe"" Ambrose Emuobo",M,19.0,187,70,Nigeria,NGR,2008,Summer,Football,Silver
Christie Ambrosi,F,23.0,172,70,United States,USA,2000,Summer,Softball,Gold
Mikls Ambrus,M,31.0,185,90,Hungary,HUN,1964,Summer,Water Polo,Gold
Rolf-Dieter Amend,M,23.0,173,74,East Germany-1,GDR,1972,Summer,Canoeing,Gold
Sbastien Amiez,M,29.0,180,87,France,FRA,2002,Winter,Alpine Skiing,Silver
Salvatore Amitrano,M,28.0,184,73,Italy,ITA,2004,Summer,Rowing,Bronze
"Joseph Brian ""Joe"" Amlong",M,27.0,186,86,United States,USA,1964,Summer,Rowing,Gold
"Thomas Kennedy ""Tom"" Amlong",M,29.0,186,91,United States,USA,1964,Summer,Rowing,Gold
Simon Ammann,M,20.0,171,55,Switzerland,SUI,2002,Winter,Ski Jumping,Gold
Simon Ammann,M,20.0,171,55,Switzerland,SUI,2002,Winter,Ski Jumping,Gold
Simon Ammann,M,28.0,171,55,Switzerland,SUI,2010,Winter,Ski Jumping,Gold
Simon Ammann,M,28.0,171,55,Switzerland,SUI,2010,Winter,Ski Jumping,Gold
Otto Ammermann,M,43.0,183,71,West Germany,FRG,1976,Summer,Equestrianism,Silver
Daniel Owofin Amokachi,M,23.0,182,78,Nigeria,NGR,1996,Summer,Football,Gold
"Anthony Lewis ""Tony"" Amonte",M,31.0,183,91,United States,USA,2002,Winter,Ice Hockey,Silver
"Judith Florence ""Judy"" Amoore-Pollock",F,24.0,163,55,Australia,AUS,1964,Summer,Athletics,Bronze
Vanessa Amors Quiles,F,29.0,165,62,Spain,ESP,2012,Summer,Handball,Bronze
Roman Amoyan,M,24.0,158,55,Armenia,ARM,2008,Summer,Wrestling,Bronze
Uwe Ampler,M,24.0,182,77,East Germany,GDR,1988,Summer,Cycling,Gold
Gail Amundrud (-Beattie),F,19.0,183,70,Canada,CAN,1976,Summer,Swimming,Bronze
Steinar Amundsen,M,23.0,195,88,Norway,NOR,1968,Summer,Canoeing,Gold
Steinar Amundsen,M,27.0,195,88,Norway,NOR,1972,Summer,Canoeing,Bronze
Emmanuel Amunike,M,25.0,176,70,Nigeria,NGR,1996,Summer,Football,Gold
Stanley Amuzie,M,20.0,171,85,Nigeria,NGR,2016,Summer,Football,Bronze
"Francis ""Frank"" Amyot",M,31.0,188,84,Canada,CAN,1936,Summer,Canoeing,Gold
An Ba-Ul,M,22.0,169,66,South Korea,KOR,2016,Summer,Judo,Silver
An Byeong-Geun,M,22.0,172,78,South Korea,KOR,1984,Summer,Judo,Gold
An Dae-Hyeon,M,25.0,166,67,South Korea,KOR,1988,Summer,Wrestling,Bronze
An Han-Bong,M,23.0,163,62,South Korea,KOR,1992,Summer,Wrestling,Gold
An Jeong-Hwa,F,27.0,162,62,South Korea,KOR,2008,Summer,Handball,Bronze
An Kum-Ae,F,28.0,160,52,North Korea,PRK,2008,Summer,Judo,Silver
An Kum-Ae,F,32.0,160,52,North Korea,PRK,2012,Summer,Judo,Gold
An Sang-Mi,F,18.0,155,48,South Korea,KOR,1998,Winter,Short Track Speed Skating,Gold
Viktor An,M,20.0,170,65,South Korea,KOR,2006,Winter,Short Track Speed Skating,Bronze
Viktor An,M,20.0,170,65,South Korea,KOR,2006,Winter,Short Track Speed Skating,Gold
Viktor An,M,20.0,170,65,South Korea,KOR,2006,Winter,Short Track Speed Skating,Gold
Viktor An,M,20.0,170,65,South Korea,KOR,2006,Winter,Short Track Speed Skating,Gold
Viktor An,M,28.0,170,65,Russia,RUS,2014,Winter,Short Track Speed Skating,Gold
Viktor An,M,28.0,170,65,Russia,RUS,2014,Winter,Short Track Speed Skating,Gold
Viktor An,M,28.0,170,65,Russia,RUS,2014,Winter,Short Track Speed Skating,Bronze
Viktor An,M,28.0,170,65,Russia,RUS,2014,Winter,Short Track Speed Skating,Gold
An Yeong-Su,M,20.0,174,70,South Korea,KOR,1984,Summer,Boxing,Silver
An Yulong,M,19.0,173,70,China,CHN,1998,Winter,Short Track Speed Skating,Silver
An Yulong,M,19.0,173,70,China,CHN,1998,Winter,Short Track Speed Skating,Bronze
An Yulong,M,23.0,173,70,China,CHN,2002,Winter,Short Track Speed Skating,Bronze
An Zhongxin,F,23.0,170,65,China,CHN,1996,Summer,Softball,Silver
Ana Flvia Chritaro Daniel Sanglard,F,26.0,187,73,Brazil,BRA,1996,Summer,Volleyball,Bronze
Ana Paula Rodrigues Connelly (-Rodrigues Henkel),F,24.0,183,68,Brazil,BRA,1996,Summer,Volleyball,Bronze
Borislav Ananiev,M,24.0,185,80,Bulgaria,BUL,1980,Summer,Canoeing,Bronze
Tatyana Vasilyevna Ananko,F,16.0,171,52,Belarus,BLR,2000,Summer,Rhythmic Gymnastics,Silver
Flavio Anastasia,M,23.0,188,81,Italy,ITA,1992,Summer,Cycling,Silver
Svetlana Anastasovski-Obuina,F,19.0,176,65,Yugoslavia,YUG,1980,Summer,Handball,Silver
Svetlana Anastasovski-Obuina,F,23.0,176,65,Yugoslavia,YUG,1984,Summer,Handball,Gold
Mario Ani,M,20.0,195,84,Croatia,CRO,2004,Summer,Tennis,Bronze
Zygmunt Jzef Anczok,M,26.0,178,77,Poland,POL,1972,Summer,Football,Gold
milie Andol,F,28.0,170,97,France,FRA,2016,Summer,Judo,Gold
"Stefan ""Steve"" Anderhub",M,31.0,187,104,Switzerland-1,SUI,2002,Winter,Bobsleigh,Silver
"Elizabeth Rambo ""Beth"" Anders",F,32.0,174,73,United States,USA,1984,Summer,Hockey,Bronze
Anne Dsane Andersen,F,23.0,183,86,Denmark,DEN,2016,Summer,Rowing,Bronze
Anne Nymark Andersen (-Rylandsholm),F,23.0,168,56,Norway,NOR,1996,Summer,Football,Bronze
Camilla Rseler Andersen,F,23.0,169,65,Denmark,DEN,1996,Summer,Handball,Gold
Camilla Rseler Andersen,F,27.0,169,65,Denmark,DEN,2000,Summer,Handball,Gold
Kjerstin Andersen,F,29.0,179,82,Norway,NOR,1988,Summer,Handball,Silver
Kristine Andersen,F,28.0,172,72,Denmark,DEN,2004,Summer,Handball,Gold
Linda Widwey Andersen (-Cerup-Simonsen),F,23.0,169,64,Norway,NOR,1992,Summer,Sailing,Gold
Mads Christian Kruse Andersen,M,30.0,187,75,Denmark,DEN,2008,Summer,Rowing,Gold
Nina Nymark Andersen (-Jakobsen),F,23.0,173,60,Norway,NOR,1996,Summer,Football,Bronze
Ove Andersen,M,28.0,178,70,Finland,FIN,1928,Summer,Athletics,Bronze
"Paul Kuhlman ""Poul"" Andersen",M,30.0,173,73,Denmark,DEN,1960,Summer,Football,Silver
Terje Andersen,M,27.0,180,75,Norway,NOR,1980,Winter,Speed Skating,Bronze
Grete Andersen-Waitz,F,30.0,172,53,Norway,NOR,1984,Summer,Athletics,Silver
nderson Lus de Abreu Oliveira,M,20.0,176,77,Brazil,BRA,2008,Summer,Football,Bronze
Anderson de Oliveira Rodrigues,M,30.0,190,95,Brazil,BRA,2004,Summer,Volleyball,Gold
Anderson de Oliveira Rodrigues,M,34.0,190,95,Brazil,BRA,2008,Summer,Volleyball,Silver
Alyssa Jean Anderson,F,21.0,173,64,United States,USA,2012,Summer,Swimming,Gold
Andrea Arlene Anderson (-Bolder),F,22.0,164,61,United States,USA,2000,Summer,Athletics,Gold
Brett Franklin Anderson,M,20.0,193,104,United States,USA,2008,Summer,Baseball,Bronze
Craig Anthony Anderson,M,23.0,187,86,Australia,AUS,2004,Summer,Baseball,Silver
David Anderson,M,23.0,190,86,Canada,CAN,1960,Summer,Rowing,Silver
